CRITICAL:root:name 'A' is not defined
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (0, 255, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (0, 255, 0)
INFO:root:Blob add op (0, 0, 255) + (0, 255, 0)
INFO:root:Blob add op (0, 0, 255) + (0, 255, 0)
INFO:root:Blob add op (0, 0, 255) + (0, 255, 0)
INFO:root:Blob add op (0, 0, 255) + (0, 255, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (0, 255, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (0, 255, 0)
INFO:root:Blob add op (0, 0, 255) + (0, 255, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (0, 255, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (0, 255, 0)
INFO:root:Blob add op (0, 0, 255) + (0, 255, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (0, 255, 0)
INFO:root:Blob add op (0, 0, 255) + (0, 255, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (0, 255, 0)
INFO:root:Blob add op (0, 0, 255) + (0, 255, 0)
INFO:root:Blob add op (0, 0, 255) + (0, 255, 0)
INFO:root:Blob add op (0, 0, 255) + (0, 255, 0)
INFO:root:Blob add op (0, 0, 255) + (0, 255, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (0, 255, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (0, 255, 0)
INFO:root:Blob add op (0, 0, 255) + (0, 255, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
INFO:root:Blob add op (0, 0, 255) + (255, 0, 0)
